address,price,num_units,url,gross_income,municipal_tax,school_tax,scraped_at
,1498000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-ville-marie/22633438,90352.0,6742.0,864.0,2026-02-28 15:25
,1690000.0,7,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-rosemont-la-petite-patrie/26262609,109248.0,9888.0,720.0,2026-02-28 15:25
,1875000.0,14,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-le-sud-ouest/18222500,174000.0,14066.0,887.0,2026-02-28 15:25
,1390000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-ville-marie/22096628,93360.0,7494.0,940.0,2026-02-28 15:25
,2300000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-le-plateau-mont-royal/27566016,134280.0,10919.0,1394.0,2026-02-28 15:25
,2249000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-mercier-hochelaga-maisonneuve/28416546,151320.0,10882.0,1196.0,2026-02-28 15:25
,2499000.0,8,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-mercier-hochelaga-maisonneuve/9358169,192624.0,23466.0,1293.0,2026-02-28 15:25
,1695000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-mercier-hochelaga-maisonneuve/20268042,96852.0,10019.0,1192.0,2026-02-28 15:25
,1499000.0,7,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-villeray-saint-michel-parc-extension/10466685,80880.0,7606.0,953.0,2026-02-28 15:25
,1499000.0,5,https://www.centris.ca/fr/quintuplex~a-vendre~montreal-le-plateau-mont-royal/27917400,73980.0,11644.0,1427.0,2026-02-28 15:25
,6298500.0,24,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-ahuntsic-cartierville/22067856,347064.0,17796.0,1942.0,2026-02-28 15:25
