address,price,num_units,url,gross_income,municipal_tax,school_tax,scraped_at
,1225000.0,5,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-verdun-ile-des-soeurs/26854868,,7448.0,913.0,2026-02-26 08:15
,1390000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-ville-marie/22096628,93360.0,7494.0,940.0,2026-02-26 08:15
,2145000.0,7,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-ville-marie/26654846,135480.0,10154.0,1352.0,2026-02-26 08:15
,5250000.0,15,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-cote-des-neiges-notre-dame-de-grace/12930518,312480.0,11623.0,1183.0,2026-02-26 08:15
,1198000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-mercier-hochelaga-maisonneuve/21290880,68232.0,6571.0,775.0,2026-02-26 08:15
,1498000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-ville-marie/22633438,90352.0,6742.0,864.0,2026-02-26 08:15
,1798000.0,5,https://www.centris.ca/fr/quintuplex~a-vendre~montreal-mercier-hochelaga-maisonneuve/23290908,93180.0,8204.0,980.0,2026-02-26 08:15
,2789500.0,8,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-le-plateau-mont-royal/23100211,129540.0,12117.0,1567.0,2026-02-26 08:15
,2795000.0,2,https://www.centris.ca/fr/batisse-commerciale~a-vendre~montreal-ville-marie/20790919,,62865.0,1892.0,2026-02-26 08:15
,6298500.0,24,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-ahuntsic-cartierville/22067856,347064.0,17796.0,1942.0,2026-02-26 08:15
,1200000.0,4,https://www.centris.ca/fr/quadruplex~a-vendre~montreal-villeray-saint-michel-parc-extension/22027044,98400.0,,,2026-02-26 08:15
,2526000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-le-plateau-mont-royal/26296610,119640.0,8059.0,1023.0,2026-02-26 08:15
,1699000.0,5,https://www.centris.ca/fr/quintuplex~a-vendre~montreal-ahuntsic-cartierville/18796440,67920.0,10730.0,1371.0,2026-02-26 08:15
,1499900.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-villeray-saint-michel-parc-extension/17664291,113040.0,7662.0,932.0,2026-02-26 08:15
,1560000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-ahuntsic-cartierville/17096612,92280.0,6756.0,815.0,2026-02-26 08:15
,1900000.0,10,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-riviere-des-prairies-pointe-aux-trembles/27337773,107196.0,11418.0,1325.0,2026-02-26 08:15
,1695000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-mercier-hochelaga-maisonneuve/10549025,96540.0,10019.0,1192.0,2026-02-26 08:15
,1499000.0,4,https://www.centris.ca/fr/quintuplex~a-vendre~montreal-mercier-hochelaga-maisonneuve/26789764,100104.0,9817.0,710.0,2026-02-26 08:15
,2300000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-le-plateau-mont-royal/27566016,134280.0,10919.0,1394.0,2026-02-26 08:15
,1335000.0,5,https://www.centris.ca/fr/quintuplex~a-vendre~montreal-rosemont-la-petite-patrie/23746822,75336.0,8820.0,1070.0,2026-02-26 08:15
