address,price,num_units,url,gross_income,municipal_tax,school_tax,scraped_at
,2599000.0,8,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-villeray-saint-michel-parc-extension/27132618,142620.0,20929.0,1531.0,2026-02-27 15:07
,2145000.0,7,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-ville-marie/26654846,135480.0,10154.0,1352.0,2026-02-27 15:07
,1198000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-mercier-hochelaga-maisonneuve/21290880,68232.0,6571.0,775.0,2026-02-27 15:07
,1875000.0,14,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-le-sud-ouest/18222500,174000.0,14066.0,887.0,2026-02-27 15:07
,1499000.0,4,https://www.centris.ca/fr/quintuplex~a-vendre~montreal-mercier-hochelaga-maisonneuve/26789764,100104.0,9817.0,710.0,2026-02-27 15:07
,1200000.0,4,https://www.centris.ca/fr/quadruplex~a-vendre~montreal-villeray-saint-michel-parc-extension/22027044,98400.0,,,2026-02-27 15:07
,8500000.0,33,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-ahuntsic-cartierville/26883127,540800.0,21682.0,2790.0,2026-02-27 15:07
,1335000.0,5,https://www.centris.ca/fr/quintuplex~a-vendre~montreal-rosemont-la-petite-patrie/23746822,75336.0,8820.0,1070.0,2026-02-27 15:07
,2850000.0,4,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-le-sud-ouest/10074479,220104.0,16791.0,738.0,2026-02-27 15:07
,1560000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-ahuntsic-cartierville/17096612,92280.0,6756.0,815.0,2026-02-27 15:07
,1900000.0,10,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-riviere-des-prairies-pointe-aux-trembles/27337773,107196.0,11418.0,1325.0,2026-02-27 15:07
,1225000.0,5,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-verdun-ile-des-soeurs/26854868,,7448.0,913.0,2026-02-27 15:07
,1099000.0,5,https://www.centris.ca/fr/quintuplex~a-vendre~montreal-le-sud-ouest/19005128,54084.0,5797.0,729.0,2026-02-27 15:07
,1499900.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-villeray-saint-michel-parc-extension/17664291,113040.0,7662.0,932.0,2026-02-27 15:07
,2795000.0,2,https://www.centris.ca/fr/batisse-commerciale~a-vendre~montreal-ville-marie/20790919,,62865.0,1892.0,2026-02-27 15:07
,2499000.0,8,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-mercier-hochelaga-maisonneuve/9358169,192624.0,23466.0,1293.0,2026-02-27 15:07
,1595000.0,8,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-mercier-hochelaga-maisonneuve/26481707,84900.0,7659.0,916.0,2026-02-27 15:07
,2526000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-le-plateau-mont-royal/26296610,119640.0,8059.0,1023.0,2026-02-27 15:07
,1179000.0,5,https://www.centris.ca/fr/quadruplex~a-vendre~montreal-rosemont-la-petite-patrie/9769934,72360.0,6357.0,784.0,2026-02-27 15:07
,1695000.0,6,https://www.centris.ca/fr/multifamilial~a-vendre~montreal-mercier-hochelaga-maisonneuve/10549025,96540.0,10019.0,1192.0,2026-02-27 15:07
